ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
29,068,East Vancouver Island,1,Koksilah River,winter,yes,1 day snorkel survey,,,92025770002300,920-2577-023-000-000-000-000-000-000-000-000-000,920-257700-02300-00000-0000-0000-000-000-000-000-000-000,306336,4,winter only,Relatively Stable at a low level,Extreme Conservation Concern,Wild,wild,100-200,,36.5,31.18,1.46,135.14,4,296.02,405.45,0.00567,0,Moderate,Natural,"Sediment problems, logging damage, low summer flows particularly in the lower reach. Baseflow alkalinity moderate at 45 mg/L and predicted capacity per steelhead size class is 245 g/Unit. Most of the productive parr habitat exists in the headwaters above Burnt Bridge.",Marble Falls fishway by Fisheries and Oceans Canada   ,Ensure good logging practices on private lands and properly deactivate unused roads.  Ensure flood protection works and development activities do not impact on lower river,Recover wild stocks to well within the Routine Management Zone capable of supporting a catch and release fishery over 5-km fishable water at long-term average of 600 angler days per annum.  Provide more focus on this largely neglected system to address chronic problems arising out poor habitat protection on private forest lands and poaching. Conduct a complete biophysical assessment to document current habitat conditions and steelhead limiting factors. Develop a co-operative fisheries and habitat protection plan with the Cowichan First Nation for the Cowichan and lower Koksilah Rivers.  Develop a full suite of restoration prescriptions using qualified consultants.,Recovery prescriptions need to be developed  - largely First Nation and private forestry lands. Limited public access. A community partnership involving both First Nation and other citizens could provide an important watchdog role and foster improved stewardship. Considered not to be a stock but part of the Cowichan complex,Steelhead Seasonal Closure,
271,069,West Vancouver Island,1,Kootowis Creek,Winter,,,,,930300800,930-3008-000-000-000-000-000-000-000-000-000-000,930-300800-00000-00000-0000-0000-000-000-000-000-000-000,319044,3,Very small habitat base probably LE if ever viable,In Decline,Conservation Concern,Wild,wild,25 WR,666,6.88902,12.22321,0.92339,37.69125,2,28.36,49,0.00565,0,Low,Natural,"Low abundance of quality spawning gravel due to excess LWD, riparian cover is poor.","Due to the extremely high abundance of LWD left in the stream as a result of logging, stream clearence has been done. Some of the LWD was left in the stream for scour and habitat while the majority was removed to return the hydraulics of the river to a more natural state. Some hillslope and gully stabalization work has been done to prevent sedimentation.",Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
403,070,West Vancouver Island,1,Koprino River,Winter,,,,,930925900,930-9259-000-000-000-000-000-000-000-000-000-000,930-925900-00000-00000-0000-0000-000-000-000-000-000-000,325604,5,,,Conservation Concern,Wild,wild,,1312,8.28874,25.26069,1.30912,99.38696,13,59.57,296.749,0.00457,0,,,,,,,,,
413,155,South Coast ,1,Kwalate Creek,winter/summer,,,,,900608900,900-6089-000-000-000-000-000-000-000-000-000-000,900-608900-00000-00000-0000-0000-000-000-000-000-000-000,271156,3,,,Extreme Conservation Concern,Wild,wild,,1184,10.75806,17.41719,1.08901,59.60138,15,77.4,821,0,0.17441,,,,,,,,,
414,,West Vancouver Island,1,Kwatleo Creek,Winter,,,,,930952400,,,,4,,,Conservation Concern,Wild,wild,,1067,6.71344,17.31524,1.08596,59.13805,6,23.99,127.5269,0.0007,0,,,,,,,,,
,071,,1,Leiner River,,,,,,,930-5676-000-000-000-000-000-000-000-000-000-000,930-567600-00000-00000-0000-0000-000-000-000-000-000-000,322199,,,,,,,,,,,,,,,,,,,,,,,,,,
,163,,1,Lens Creek,,,,,,,930-0538-252-000-000-000-000-000-000-000-000-000,930-053800-25200-00000-0000-0000-000-000-000-000-000-000,316129,,,,,,,,,,,,,,,,,,,,,,,,,,
,072,,1,Litt River,,,,,,,920-5768-000-000-000-000-000-000-000-000-000-000,920-576800-00000-00000-0000-0000-000-000-000-000-000-000,308187,,,,,,,,,,,,,,,,,,,,,,,,,,
23,073,East Vancouver Island,1,Little Qualicum River,Winter,,,,,920481800,920-4818-000-000-000-000-000-000-000-000-000-000,920-481800-00000-00000-0000-0000-000-000-000-000-000-000,307386,4,,Relatively Stable at a Low Level,Extreme  Conservation Concern,Augmented,wild,50-100,3184,12.9575,29.52684,1.42015,124.6073,7,247.69,582.4353,0.00059,0.01945,Moderate,Natural,"Experiences low flow augmentation from storage on Cameron Lake, diversions, sediment problems, logging damage, urbanization, agricultural impacts. Baseflow alkalinity moderate at 31 mg/L and predicted capacity per steelhead size class is 202 g/Unit.",Stablization of large clay slide on lower Kinkade Creek.  Dam breach on Whisky Creek ,"Agricultural impacts need to be addressed.  Urbanization impacts need to be minimized including flood protection impacts.  Ensure good logging practices are followed - resolve chronic sedimentation from private lands.  Avoid any further flow diversions and maintain/ restore frequency, quality of large woody debris.","Return wild stocks (including returns from LGB smolt releases) to levels well within the Routine Management Zone capable of supporting a catch and release fishery based on 3000 angler days per year. Increase enforcement of angling regulations, where/when applicable. Determine feasibility of slow release organic enrichment (water supply intakes are downstream). Investigate possible improvements to Cameron Lake weir and spawning channel cleaning operations.Investigate potential side channel work in areas of suitable gradients for steelhead.","Continue seasonal closure until stock shows more positive signs of recovery.  LGB experiment underway - needs full evaluation. Fisheries and Oceans spawning channel, hatchery and low flow enhancement storage/regulation weir on Cameron Lake.    ","Limited catch and release fishery, gear restriction (artificial fly only), extensive seasonal area closure",
272,074,West Vancouver Island,1,Little Zeballos River,Winter/Summer,,,,winter only?,930579900,930-5799-000-000-000-000-000-000-000-000-000-000,930-579900-00000-00000-0000-0000-000-000-000-000-000-000,322383,4,,In Decline,Conservation Concern,Wild,wild,"<50 WR, <50 SR",1448,2.83677,22.5576,1.23608,84.73629,17,43.25,580.5034,0,0.01063,Low,Natural,"Virtually all riparian areas have been logged, defficiencies in LWD, cover, and pool habitat have been identified.  The amount of spawning habitat decreases greatly in the upper reaches.",A 750 m groundwater channel was dug in the lower river to increase spawning and rearing habitat for coho and chum.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
109,,West Vancouver Island,1,Lost Shoe Creek,Winter,,,,,930260600,,,,2,Very small habitat base probably LE if ever viable,,Conservation Concern,Wild,wild,,1162,10.58376,21.44201,1.20517,78.98178,7,90.39,125,0.00546,0,,,,,,,,,
,470,,1,Lucky Creek,,,,,,,930-2278-000-000-000-000-000-000-000-000-000-000,930-227800-00000-00000-0000-0000-000-000-000-000-000-000,318859,,,,,,,,,,,,,,,,,,,,,,,,,,
260,075,West Vancouver Island,1,Macjack River,Winter,,,,,930970700,930-9707-000-000-000-000-000-000-000-000-000-000,930-970700-00000-00000-0000-0000-000-000-000-000-000-000,325860,5,,In Decline,Conservation Concern,Wild,wild,150-200 WR,2227,14.64767,37.22462,1.61133,176.972,9,119.53,150.7094,0.00237,0,Low,Natural,Raft Cove Provincial Park located in estuary.,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries. Raft Cove Provincial Marine Park is located in the estuary and includes the lower 2 km of river.,Recover wild stocks and maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
111,,West Vancouver Island,1,Macktush Creek,summer,,,,,930147000,,,,3,Just SR,,Extreme Conservation Concern,Wild,wild,,643,9.06673,9.44859,0.82306,27.38348,14,28.14,553,0,0,,,,,,,,,
235,078,West Vancouver Island,1,Maggie River,Winter/Summer,,,,,930233800,930-2338-000-000-000-000-000-000-000-000-000-000,930-233800-00000-00000-0000-0000-000-000-000-000-000-000,318943,4,Possible WR and SR,In Decline,Conservation Concern,Wild,wild,< 25 WR,958,6.69709,16.8468,1.07183,57.02657,10,60.62,291.8161,0.00377,0,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor stocks in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
255,079,West Vancouver Island,1,Mahatta River,Summer,,,,,930823900,930-8239-000-000-000-000-000-000-000-000-000-000,930-823900-00000-00000-0000-0000-000-000-000-000-000-000,324253,4,,In Decline,Extreme Conservation Concern,Wild,wild,"50-150 SR, <25 WR",2803,24.33727,35.99317,1.58136,167.9787,11,122.65,324.797,0.00085,0,Low 26 mg/l alk,Natural,Bank intabilities and channel widening typical of many west coast streams.,Level one perscritions were implemented in 1996 and included LWD/boulder-riffle structures. Level two perscrptions were constructed in 1999 and included the same type of structures but also extended into north and south tributaries. In total 38 structures have been created to date.  Off channel habitat has also been created in the lower reaches.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook, No fishing Nov1-April 30",
113,080,West Vancouver Island,1,Malksope River,Winter,,,,,930722200,930-7222-000-000-000-000-000-000-000-000-000-000,930-722200-00000-00000-0000-0000-000-000-000-000-000-000,323809,3,,,Conservation Concern,Wild,wild,,1238,5.13772,20.41385,1.17624,73.82683,14,35.26,389,0,0,,,,,,,,,
258,081,West Vancouver Island,1,Marble River,Winter/Summer,,,,,930865200,930-8652-000-000-000-000-000-000-000-000-000-000,930-865200-00000-00000-0000-0000-000-000-000-000-000-000,324528,6,,In Decline,Extreme Conservation Concern,Augmented,wild,"50-150 SR, <50 WR",4604,20.5253,61.01557,2.16437,401.6676,11,529.14,471.2744,0.00348,0.01836,Low,Natural,,Fish passage has been made easier via some blasting work around the cascade falls located below Alice Lake.,The entire river from Alice Lake to the estuary and well into tidewater is protected in Marble River Provincial Park.,Recover wild stocks and maintain catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,486,,1,McBride Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,076,West Vancouver Island,1,Mccurdy Creek,Winter/Summer,,,,,930514500,930-5145-000-000-000-000-000-000-000-000-000-000,930-514500-00000-00000-0000-0000-000-000-000-000-000-000,321765,4,Possible WR and SR,,Conservation Concern,Wild,wild,,1492,3.95701,22.61327,1.23761,85.0279,18,69.86,634.9672,0,0.01288,,,,,,,,,
,077,,1,McKay River,,,,,,,920-2577-882-000-000-000-000-000-000-000-000-000,920-257700-88200-00000-0000-0000-000-000-000-000-000-000,306676,,,,,,,,,,,,,,,,,,,,,,,,,,
236,082,West Vancouver Island,1,Megin River,Winter,,,,,930413500,930-4135-000-000-000-000-000-000-000-000-000-000,930-413500-00000-00000-0000-0000-000-000-000-000-000-000,319979,5,,In Decline,Conservation Concern,Wild,wild,200-300 WR,3543,18.93569,38.62756,1.64525,187.5128,10,243.26,582.0596,0,0.06795,Low 8.1 mg/l Alk,Natural,Talbot Cr. has been described as having excellent fish habitat and importance to steelhead with an anadromous length of 9.3 km. The watershed is now part of Strathcona Provincial Park since the Clayoquot Sound land use decision.,,"None, watershed now located within Strathcona Provincial Park",Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor stocks in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,083,,1,Memekay River,,,,,,,920-7253-358-000-000-000-000-000-000-000-000-000,920-725300-35800-00000-0000-0000-000-000-000-000-000-000,310206,,,,,,,,,,,,,,,,,,,,,,,,,,
,084,,1,Menzies Creek,,,,,,,920-2577-057-669-418-000-000-000-000-000-000-000,920-257700-05700-66900-4180-0000-000-000-000-000-000-000,306449,,,,,,,,,,,,,,,,,,,,,,,,,,
,085,,1,Mill Stream,,,,,,,920-0475-000-000-000-000-000-000-000-000-000-000,920-047500-00000-00000-0000-0000-000-000-000-000-000-000,306181,,,,,,,,,,,,,,,,,,,,,,,,,,
121,156,East Vancouver Island,1,Millstone River,Winter,,,,,920395400,920-3954-000-000-000-000-000-000-000-000-000-000,920-395400-00000-00000-0000-0000-000-000-000-000-000-000,307190,3,LE,,Extreme Conservation Concern,Hatchery,wild,,1477,13.88648,19.12341,1.13925,67.55612,4,99.71,310,0.00591,0,,,,,,,,,
123,086,East Vancouver Island,1,Mohun Creek,Winter,,,,,920643100,920-6431-000-000-000-000-000-000-000-000-000-000,920-643100-00000-00000-0000-0000-000-000-000-000-000-000,309403,4,Very small habitat base / population,,Extreme Conservation Concern,Wild,wild,,1426,5.20588,23.80136,1.26998,91.352,3,133.11,235.1779,0.01055,0,,,,,,,,,
124,,West Vancouver Island,1,Mooyah River,Winter,,,,,930491500,,,,4,,,Conservation Concern,Wild,wild,,998,3.0975,18.17981,1.11167,63.10984,17,38.07,466.6874,0,0.01155,,,,,,,,,
237,087,West Vancouver Island,1,Moyeha River,Winter/Summer,,,,,930391800,930-3918-000-000-000-000-000-000-000-000-000-000,930-391800-00000-00000-0000-0000-000-000-000-000-000-000,319757,4,mainly WR,In Decline,Conservation Concern,Wild,wild,150-200 WR,2133,12.49083,31.56944,1.47187,137.6224,15,181.1,804.3141,0,0.1974,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor stocks in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
278,088,West Vancouver Island,1,Muchalat River,Winter/Summer,,,,,93051160042100,930-5116-421-000-000-000-000-000-000-000-000-000,930-511600-42100-00000-0000-0000-000-000-000-000-000-000,321428,5,mainly winter,In Decline,Conservation Concern,Wild,wild,"100-150 WR, SR ?",,18.95,40.14,1.68,199.24,16,247.89,652.15,0.00371,0.05518,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain small catch and release wild fishery over fishable length while continuing to monitor stocks in Gold River watershed.,Considered part of the Gold river complex,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
125,089,West Vancouver Island,1,Muir Creek,Winter,,,,,930030300,930-0303-000-000-000-000-000-000-000-000-000-000,930-030300-00000-00000-0000-0000-000-000-000-000-000-000,315817,4,,,Conservation Concern,Wild,wild,,1439,4.67792,17.41182,1.08885,59.57692,8,67.44,451.0108,0,0,,,,,,,,,
238,090,West Vancouver Island,1,Nahmint River,summer,,,,,930150800,930-1508-000-000-000-000-000-000-000-000-000-000,930-150800-00000-00000-0000-0000-000-000-000-000-000-000,318467,4,Just SR,In Decline,Extreme Conservation Concern,Wild,wild,"250-500 SR, <50 WR",2578,38.88673,26.4482,1.34049,106.1456,13,193.13,570.1799,0.00015,0.06384,Low 13 mg/l alk,Natural,Excellent parr and fry densities documented on snorkel surveys. Majority of fish are found below Nahmint Lake. Spawning gravel placed in lake outlet.,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Maintain catch and release wild fishery over fishable length while continuing to monitor summer run stocks.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook, No fishing below the lake Nov1-April 30 and fly fishing only above the lake",
261,091,East Vancouver Island,1,Nahwitti River,Winter,,,,,920953700,920-9537-000-000-000-000-000-000-000-000-000-000,920-953700-00000-00000-0000-0000-000-000-000-000-000-000,315054,5,,In Decline,Extreme Conservation Concern,Wild,wild,250-500 WR,4169,34.19013,47.1218,1.84631,258.2983,10,226.13,321.3981,0.00077,0,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries. The lower 1 km of river including the estuary is located within Cape Scott Provincial Park as a result of the Nahwitti-Shushartie addition.,Recover wild stocks and maintain catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
26,092,East Vancouver Island,1,Nanaimo River,Winter,,,,,920384400,920-3844-000-000-000-000-000-000-000-000-000-000,920-384400-00000-00000-0000-0000-000-000-000-000-000-000,306861,5,possible historic SR now LE,Relatively Stable at a Low Level,Extreme Conservation Concern,Augmented,wild,100 - 200,7890,69.24395,50.92998,1.93458,294.0793,9,820.5,572.0414,0.00444,0.00617,Low,Natural,"Sediment problems, logging damage, low summer flows and seriously degraded habitats in Chase and Haslam Creek tributaries, major flow diversions to Harmac Pacific mill, municipal supply from existing reservoirs, low summer temperatures below uppermost reservoir - steelhead utilization expected to be low above lakes on mainstem. Alder in riparian zones precludes LWD. Baseflow alkalinity low at 15 mg/L and predicted capacity per steelhead size class is 140 g/Unit. Haslam Cr.  96.0 sq. km / MAD 4.38 cms",Fisheries and Oceans attempted to improve summer Chinook passage at “Bore Hole” cascade circa 1995 but results inconclusive.,Provide adequate protection from expanding urban development.  Ensure sustainable logging practices are followed on private lands.  Encourage stewardship groups to assist in habitat protection.,"Return wild stocks to greater than 500 adult returns capable of supporting a catch and release fishery over 5-km fishable water based on 4,100 angler days a year.  Review Implementation of MELP's Nanaimo River Water Management Plan (1993) re conservation flow requirements. Continue seasonal closure until stock recovers appreciably. Continue to encourage steelhead conservation with Nanaimo First Nation. Examine feasibility of water flow and temperature improvement  opportunities below reservoirs.Consider an LGB program as originally planned if results elsewhere are clearly supportive. Consider fish passage improvements at the  ""Bore Hole"" and ""White Rapids"" in Nanaimo River canyon.",Community Development hatchery in watershed was established in early 1980s.,Steelhead Seasonal Closure,
,161,,1,Nanoose Creek,,,,,,,920-4272-000-000-000-000-000-000-000-000-000-000,920-427200-00000-00000-0000-0000-000-000-000-000-000-000,307248,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,West Vancouver Island,1,Nasparti River,Summer,,,,,930747000,,,,3,,In Decline,Conservation Concern,Wild,wild,<50 SR,1683,6.36023,25.97383,1.32801,103.4219,15,58.9,462.4655,0,0.00407,Low,Fertilized,The entire watershed is located within Brooks Peninsula Provincial Park via the Nasparti River addition. Access is by air or water only.,,,,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,093,,1,Nesook River,,,,,,,930-5342-060-000-000-000-000-000-000-000-000-000,930-534200-06000-00000-0000-0000-000-000-000-000-000-000,321926,,,,,,,,,,,,,,,,,,,,,,,,,,
,491,,1,Nile Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,094,East Vancouver Island,1,Nimpkish River,Winter/Summer,,,,,920825900,920-8259-000-000-000-000-000-000-000-000-000-000,920-825900-00000-00000-0000-0000-000-000-000-000-000-000,312114,6,,Relatively stable at low levels,Extreme Conservation Concern,Wild,wild,200-500 /<30 fish,12578,89.2632,87.75523,2.75292,783.5015,11,1747.79,608.4118,0.0052,0.05557,Very Low,Natural,"Area: 1,761 sq. km plus 550.3 sq. km in major tributaries, large lake, extensive logging in the last century leaving no large woody debris in many reaches. System is nutrient poor - substantially reduced salmon escapements in recent years. Baseflow alkalinity is very low  at 7.5 mg/L and predicted capacity per steelhead size class is 100 g/Unit.",Several FRBC restoration projects undertaken in recent years primarily in smaller sub-basins with marginal steelhead productivity. Woss Lake currently being fertilized by Fisheries and Oceans Canada.Side-channels constructed near Vernon Lake and downstream of Woss.,"Recover wild stocks to take full advantage of this large system with 30 km of fishable water.Review current management strategy and maintain a catch and release fishery, if possible.  Acquire resources to conduct a comprehensive assessment of habitat capability and evaluate the genetic uniqueness of Nimpkish early versus late winter and summer steelhead.Upgrade enforcement to deal with chronic poaching concerns.",,Existing Nimpkish Resource Management Board is very dedicated to rebuilding all salmon and steelhead stocks. Steelhead stock very small relative to theoretical watershed capacity. ,"Limited Steelhead Fishery - catch and release of wild fish, extensive headwater seasonal closure",
239,095,West Vancouver Island,1,Nitinat River,Winter/Summer,,,,,930071700,930-0717-000-000-000-000-000-000-000-000-000-000,930-071700-00000-00000-0000-0000-000-000-000-000-000-000,316632,6,,In Decline,Conservation Concern,Augmented,wild,"50-100 SR, 50-100 WR",6142,56.39823,52.73281,1.97605,311.9264,12,800.54,436.5357,0.00003,0.00503,Moderate 38 mg/l alk,Natural,4-5 m falls located at 16 km is a barrier to salmon and winter steelhead while Little Nitinat has a barrier located at 1.9 km.   A recreational fishing corridor ranging from 0.3 km to 1.5 km wide extends down the lower 18.5 km of river. This area is comprised of advanced second growth and some old growth in the lower floodplain as well as an old growth fringe along most of the corridor.,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks and maintain catch and release wild fishery over fishable length.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook, No fishing above Parker Creek all year",
,096,,1,Oktwanch River,,,,,,,930-5116-421-307-000-000-000-000-000-000-000-000,930-511600-42100-30700-0000-0000-000-000-000-000-000-000,321446,,,,,,,,,,,,,,,,,,,,,,,,,,
274,160,West Vancouver Island,1,Ououkinsh River,Winter,,,,,930730300,930-7303-000-000-000-000-000-000-000-000-000-000,930-730300-00000-00000-0000-0000-000-000-000-000-000-000,323834,4,,In Decline,Conservation Concern,Wild,wild,50-100 WR,1080,3.2368,20.772,1.18637,75.60643,16,38.24,441.7845,0.0021,0.02092,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
17,097,West Vancouver Island,1,Oyster River,winter,,,,,920600400,920-6004-000-000-000-000-000-000-000-000-000-000,920-600400-00000-00000-0000-0000-000-000-000-000-000-000,308217,5,,In Decline (Winter Run also rumored to be small but persistent Summer Run),Extreme Conservation Concern,Wild,wild,50-100/<50,4760,44.36491,38.74222,1.64801,188.3883,9,366.41,771.1565,0.0081,0.05979,Low,Natural,"High winter sediment loads, logging damage particularly from extensive past clear cuts on private lands. Summer flows good from high elevation snow pack and groundwater sources. Best parr habitat identified in riffle-cascade reaches above Highway 19. Channelized and dyked in lower reaches with associated loss of rearing habitat. Baseflow alkalinity low at  20 mg/L and predicted capacity per steelhead size class is 160 g/Unit.",None directed specifically to steelhead. Oyster River Enhancement Society's side channels are highly complexed for coho and may offer some over-wintering refugia for steelhead and cutthroat trout.,Provide adequate flood protection setbacks for urban development in lower reaches.Switch to alternate forms of forest harvesting and ensure harvesting on private land meets requirements comparable to the FPC.Fully implement Oyster River Water Management Plan recommendations(MELP 1984) with respect to flood control and water quality. Upgrade enforcement of land and water-use regulations.,"Rebuild wild stocks to  the Routine Management Zone capable of supporting a catch and release fishery of 1,400 angler days over 15-km fishable water. Establish if there is a unique summer run relevant to location of partial migration barriers. Refine habitat capability estimates and stock status; there are no detailed stream surveys for the mainstem including the extent and quality of steelhead parr habitat. More fully engage community volunteers in conservation and recovery of wild steelhead.",Active community hatchery and side channel facility in watershed with many dedicated volunteers; has received annual support from DFO since its inception (early 1980s.)                          ,"Limited catch and release fishery (targeting sea-run cutthroat trout), gear restriction (artificial fly only), extensive seasonal headwater closure",
270,098,West Vancouver Island,1,Pachena River,Winter,,,,,930085500,930-0855-000-000-000-000-000-000-000-000-000-000,930-085500-00000-00000-0000-0000-000-000-000-000-000-000,317380,3,Very small habitat base probably LE if ever viable,In Decline,Conservation Concern,Wild,wild,50 WR,711,8.48771,13.77555,0.97534,43.88042,10,49.23,198,0.00294,0,Low,Natural,,Nil.,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
,099,,1,Parker Creek,,,,,,,930-0717-519-000-000-000-000-000-000-000-000-000,930-071700-51900-00000-0000-0000-000-000-000-000-000-000,317001,,,,,,,,,,,,,,,,,,,,,,,,,,
234,100,West Vancouver Island,1,Perry River,Winter/Summer,,,,,930567600,930-5676-149-000-000-000-000-000-000-000-000-000,930-567600-14900-00000-0000-0000-000-000-000-000-000-000,322201,4,,In Decline,Conservation Concern,Wild,wild,"< 50 WR, 100-200 SR",1690,5.08834,31.18831,1.46228,135.1467,16,105.04,765.6429,0,0.22267,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Maintain small catch and release wild fishery over fishable length while continuing to monitor stocks in adjacent watersheds.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
31,218,East Vancouver Island,1,Phillips River,Winter/Summer,,,,,900447800,900-4478-000-000-000-000-000-000-000-000-000-000,900-447800-00000-00000-0000-0000-000-000-000-000-000-000,269060,5,,In Decline,Extreme Conservation Concern,Wild,wild,,4788,32.77034,41.76432,1.72027,212.2401,12,475.18,969.9983,0.00051,0.18805,Low,Natural,"Active logging and road construction in headwaters, main line logging road being extended out of flood plain on north west side, old roads deactivated. Subject to glacial runoff in summer months, lake 5 km above mouth, barriers on many tribs and on main stem at approx. 33km. Numerous side channels and excellent riparian habitats are found above lake. Clearwater confluence with Phillips has recently been ""blown-out"".","Extensive road deactivation and riparian zone rehabilitation
Fisheries and Oceans spawning channel below lake (very limited maintenance since new in 1984)",Maintain good logging practices with particular emphasis on cut blocks on steep slopes in headwater reaches and in protection of high value spawning and rearing areas.,"Develop cost-effective system of monitoring steelhead stock abundance and timing plus habitat condition on a regular basis.  
Upgrade existing biophysical inventory information to identify and prioritize steelhead recovery options some work done to date but mainly on other species. 
Investigate the feasibility of making Phillips a steelhead index stream representing remote mainland systems. 
Have the existing Pacific Salmon Foundation initiative undertake a fish sustainability watershed plan as a community pilot for relatively inaccessible watersheds. 
Examine current fish utilization above an obstruction on Clearwater tributary of Phillips substantial productive potential may be realized.","Heli-angling out of Campbell River and Powell River with some effort by local loggers and people from Stuart Island area. Fishable length: low to medium. Remote access by boat/float plane to camp at mouth, limited locations from existing roads.  Excellent opportunity to partner with Gillard Pass community group who are active on site. Phillips could be developed as remote mainland index stream with help from PSEF. All species of salmon present, strong pink producer on even years, balance of species well below historic levels.  FRBC reports available on habitat capability but have very limited info on steelhead. Last reported catch on SHQ was in 1996.",Steelhead catch and release,
275,,West Vancouver Island,1,Power River,Winter/Summer,,,,,930732300,,,,3,,In Decline,Extreme Conservation Concern,Wild,wild,"<50 SR, 100-150 WR",1487,8.9782,25.08328,1.3044,98.39431,17,55.04,461,0,0.01526,Low,Natural,,,Improve logging practices through strict application of good forest practices - particular emphasis should be placed on cut blocks on steep slopes in headwater reaches and on tributaries.,Recover wild stocks.,,"Wild Steelhead Release, Bait Ban, Single Barbless
Hook",
