CONTAINER_ID,RELEASE_ID,WBODY_ID,WBODY_TYPE,NEW_WATERSHED_CODE,WATERBODY_IDENTIFIER,GAZETTED_NAME,SPECIES_CODE,SPECIES_NAME,BROOD_YEAR,HATCHERY_CODE,HATCHERY_NAME,RELEASE_DATE,YEAR,MONTH,DAY,EGGS_IND,STRAIN_NAME,STRAIN_WBODY_ID,SOURCE_NAME,SOURCE_WBODY_ID,ORIGIN,LIFE_STAGE,LIFE_STAGE_CODE,MARK_DESCRIPTION,MARK_DESCRIPTION_CODE,RELEASED_QUANTITY,AVERAGE_WEIGHT,RELEASE_MECHANISM,RELEASE_MECHANISM_CODE,RELEASE_SITE_NAME,RELEASE_SITE_CODE,GENOTYPE_NAME,GENOTYPE_CODE,WATER_TEMPERATURE,PH_LEVEL,COMMENTS,WITNESSED_IND,AGENCY_NAME,AGENCY_CODE,WBODY_ALIASES,PRIMARY_REGION_CODE,PRIMARY_REGION_NAME
6919,23503,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1982,FVH,FRASER VALLEY HATCHERY,1.98E+13,1982,8,18,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,No Mark,NONE,69330,1.6,HELICOPTER,H,MAIN - FVH,MAIN,Diploid,2N,10,,,N,"FFSBC",F,,2,Lower Mainland
6920,23503,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1983,FVH,FRASER VALLEY HATCHERY,1.98E+13,1983,8,25,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,No Mark,NONE,20034,2.7,HELICOPTER,H,MAIN - FVH,MAIN,Diploid,2N,12,,,N,"FFSBC",F,,2,Lower Mainland
6916,23503,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1980,FVH,FRASER VALLEY HATCHERY,1.98E+13,1980,8,20,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,Right Maxillary,RM,25500,2.7,HELICOPTER,H,MAIN - FVH,MAIN,Diploid,2N,9,,,N,"FFSBC",F,,2,Lower Mainland
6932,23424,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1991,TEND,Tenderfoot Creek Hatchery,1.99E+13,1991,10,15,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,No Mark,NONE,35296,1.3,HELICOPTER,H,MAIN - TEND,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6933,23424,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1992,TEND,Tenderfoot Creek Hatchery,1.99E+13,1992,8,12,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,No Mark,NONE,25977,0.6,HELICOPTER,H,MAIN - TEND,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6931,23424,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1990,TEND,Tenderfoot Creek Hatchery,1.99E+13,1990,10,2,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,No Mark,NONE,44000,1.4,HELICOPTER,H,MAIN - TEND,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6917,23503,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1981,FVH,FRASER VALLEY HATCHERY,1.98E+13,1981,8,20,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,Left Maxillary,LM,23571,7.5,HELICOPTER,H,MAIN - FVH,MAIN,Diploid,2N,0,,,N,"FFSBC",F,,2,Lower Mainland
6918,23503,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1981,FVH,FRASER VALLEY HATCHERY,1.98E+13,1981,8,20,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fry,FR,No Mark,NONE,729,1.4,HELICOPTER,H,MAIN - FVH,MAIN,Diploid,2N,7.5,,,N,"FFSBC",F,,2,Lower Mainland
6924,23503,264838,S,900-097600-38300-00000-0000-0000-000-000-000-000-000-000,00000SQAM,ASHLU CREEK,ST,Steelhead,1985,FVH,FRASER VALLEY HATCHERY,1.99E+13,1985,8,13,N,SQUAMISH RIVER,264424,SQUAMISH RIVER,264424,Wild,Fall Fry,FF,No Mark,NONE,44000,2,UNKNOWN,U,MAIN - FVH,MAIN,Diploid,2N,0,,,N,"FFSBC",F,,2,Lower Mainland
28381,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1986,SNOO,Snootli River Hatchery,1.99E+13,1986,9,25,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,No Mark,NONE,17910,0.9,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28379,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1985,SNOO,Snootli River Hatchery,1.99E+13,1985,9,24,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,No Mark,NONE,47500,0.8,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28383,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1989,SNOO,Snootli River Hatchery,1.99E+13,1989,9,28,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,No Mark,NONE,43872,2.8,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28378,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1983,SNOO,Snootli River Hatchery,1.98E+13,1983,8,14,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fry,FR,No Mark,NONE,1000,,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28377,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1983,SNOO,Snootli River Hatchery,1.98E+13,1983,7,30,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fry,FR,No Mark,NONE,16883,0.2,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28384,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1990,SNOO,Snootli River Hatchery,1.99E+13,1990,9,25,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fry,FR,Adipose,AD,19514,2.3,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28385,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1990,SNOO,Snootli River Hatchery,1.99E+13,1991,7,31,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Parr,PA,Adipose,AD,6932,20.6,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28382,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1987,SNOO,Snootli River Hatchery,1.99E+13,1987,10,1,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,Adipose,AD,33287,1.1,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
28380,23432,279963,S,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,00000ATNA,ATNARKO RIVER,ST,Steelhead,1986,SNOO,Snootli River Hatchery,1.99E+13,1986,8,4,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,No Mark,NONE,7714,0.5,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,,5,Cariboo
154,23498,320850,S,930-507400-39700-00000-0000-0000-000-000-000-000-000-000,00000CLAY,BANCROFT CREEK,ST,Steelhead,1988,GRCP,Gold River Chinook Project,1.99E+13,1988,10,19,N,BURMAN RIVER,320807,BURMAN RIVER,320807,Wild,Fall Fry,FF,No Mark,NONE,3534,2,TRUCK,T,MAIN - GRCP,MAIN,Diploid,2N,0,,,N,"Public Involvement",X,,1,Vancouver Island & Knight Inlet
44566,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.91E+13,1912,1,1,Y,UNKNOWN,,UNKNOWN,,Wild,Eyed Egg,EE,No Mark,NONE,7200,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
44577,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.92E+13,1919,1,1,N,COWICHAN R,306332,COWICHAN R,306332,Wild,Fry,FR,No Mark,NONE,18441,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
44572,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.92E+13,1916,1,1,N,COWICHAN R,306332,COWICHAN R,306332,Wild,Fry,FR,No Mark,NONE,16000,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
44567,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.91E+13,1914,1,1,Y,UNKNOWN,,UNKNOWN,,Wild,Eyed Egg,EE,No Mark,NONE,14000,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
44573,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.92E+13,1917,1,1,N,COWICHAN R,306332,COWICHAN R,306332,Wild,Fry,FR,No Mark,NONE,8000,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
44580,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.92E+13,1922,1,1,Y,COWICHAN R,306332,COWICHAN R,306332,Wild,Eyed Egg,EE,No Mark,NONE,58400,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
44578,23522,306567,S,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00000COWN,BEAVER CREEK,ST,Steelhead,0,CLH,Cowichan Lake Hatchery,1.92E+13,1921,1,1,N,COWICHAN R,306332,COWICHAN R,306332,Wild,Fry,FR,No Mark,NONE,9787,,UNKNOWN,U,MAIN - CLH,MAIN,Diploid,2N,0,,,N,"Federal",D,,1,Vancouver Island & Knight Inlet
31350,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1981,SNOO,Snootli River Hatchery,1.98E+13,1981,9,2,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fry,FR,No Mark,NONE,38180,0.3,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31360,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1986,SNOO,Snootli River Hatchery,1.99E+13,1986,9,25,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,Adipose,AD,53330,1.8,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31362,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1988,SNOO,Snootli River Hatchery,1.99E+13,1988,10,4,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fall Fry,FF,Adipose,AD,58266,1.1,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31359,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1985,SNOO,Snootli River Hatchery,1.99E+13,1985,9,24,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,No Mark,NONE,55000,0.8,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31353,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1982,SNOO,Snootli River Hatchery,1.98E+13,1982,9,16,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fry,FR,No Mark,NONE,20200,0.3,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31363,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1989,SNOO,Snootli River Hatchery,1.99E+13,1989,9,28,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,Adipose,AD,50676,1.5,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31357,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1984,SNOO,Snootli River Hatchery,1.98E+13,1984,8,1,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fry,FR,No Mark,NONE,1000,,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31358,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1984,SNOO,Snootli River Hatchery,1.98E+13,1984,8,1,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fry,FR,No Mark,NONE,50769,0.3,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31352,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1982,SNOO,Snootli River Hatchery,1.98E+13,1982,8,16,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fry,FR,No Mark,NONE,28900,0.4,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31354,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1981,SNOO,Snootli River Hatchery,1.98E+13,1983,5,16,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Parr,PA,Coded Wire Tag & Right Maxillary,CWTRM,5258,20.9,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31355,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1981,SNOO,Snootli River Hatchery,1.98E+13,1983,5,16,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Smolt,SM,Coded Wire Tag,CWT,2343,55.9,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31356,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1983,SNOO,Snootli River Hatchery,1.98E+13,1983,7,29,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fry,FR,No Mark,NONE,61355,0.3,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31364,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1990,SNOO,Snootli River Hatchery,1.99E+13,1990,9,25,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fry,FR,Adipose,AD,29806,1.1,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
28424,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1991,SNOO,Snootli River Hatchery,1.99E+13,1991,10,16,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fry,FR,Adipose,AD,40289,1.3,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31365,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1990,SNOO,Snootli River Hatchery,1.99E+13,1992,5,13,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Smolt,SM,Adipose & Right Ventral,ARV,1197,58.5,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31361,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1987,SNOO,Snootli River Hatchery,1.99E+13,1987,10,1,N,ATNARKO RIVER,279963,ATNARKO RIVER,279963,Wild,Fall Fry,FF,Adipose,AD,60065,1.5,UNKNOWN,U,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
31351,23432,278858,S,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,00000BELA,BELLA COOLA RIVER,ST,Steelhead,1981,SNOO,Snootli River Hatchery,1.98E+13,1981,10,14,N,BELLA COOLA RIVER,278858,BELLA COOLA RIVER,278858,Wild,Fry,FR,No Mark,NONE,39610,0.9,TRUCK,T,MAIN - SNOO,MAIN,Diploid,2N,0,,,N,"Federal",D,"SALLOOMT RIVER, SNOOTLI CREEK, TALCHAKO RIVER",5,Cariboo
6978,23503,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1994,FVH,FRASER VALLEY HATCHERY,1.99E+13,1994,8,10,N,CHEHALIS R,22066,CHEHALIS R,22066,Wild,Fry,FR,Left Maxillary,LM,3899,3.1,TRUCK,T,MAIN - FVH,MAIN,Winter Run,WR,12.5,,,N,"FFSBC",F,,2,Lower Mainland
6979,23503,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1994,FVH,FRASER VALLEY HATCHERY,1.99E+13,1994,8,10,N,CHEHALIS R,22066,CHEHALIS R,22066,Wild,Fry,FR,Left Ventral,LV,1100,3.6,TRUCK,T,MAIN - FVH,MAIN,Winter Run,WR,12.5,,,N,"FFSBC",F,,2,Lower Mainland
6982,23499,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1997,FVH,FRASER VALLEY HATCHERY,2.00E+13,1997,8,26,N,HARRISON R,22041,HARRISON R,22041,Wild,Fry,FR,Left Maxillary,LM,8526,3.5,TRUCK,T,RESEARCH AREA - FVH,R&D,Diploid,2N,13,,,N,"FFSBC",F,,2,Lower Mainland
6962,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1983,CHEH,Chehalis River Hatchery,1.98E+13,1984,4,30,N,WEAVER CREEK,22178,WEAVER CREEK,22178,Wild,Smolt,SM,Coded Wire Tag,CWT,9870,45.2,TRUCK,T,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6963,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1983,CHEH,Chehalis River Hatchery,1.98E+13,1984,4,30,N,BIG SILVER CREEK,22322,BIG SILVER CREEK,22322,Wild,Smolt,SM,Coded Wire Tag,CWT,6431,54.1,TRUCK,T,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6971,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1989,CHEH,Chehalis River Hatchery,1.99E+13,1990,5,7,N,CHEHALIS R,22066,CHEHALIS R,22066,Wild,Smolt,SM,Adipose & Left Maxillary,ALM,17539,77.5,TRUCK,T,MAIN - CHEH,MAIN,Winter Run,WR,5.5,,,N,"Federal",D,,2,Lower Mainland
6966,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1985,CHEH,Chehalis River Hatchery,1.99E+13,1986,5,29,N,CHEHALIS R,22066,CHEHALIS R,22066,Wild,Smolt,SM,Adipose,AD,11000,30.6,UNKNOWN,U,MAIN - CHEH,MAIN,Winter Run,WR,0,,,N,"Federal",D,,2,Lower Mainland
6969,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1987,CHEH,Chehalis River Hatchery,1.99E+13,1988,5,13,N,CHEHALIS R,22066,CHEHALIS R,22066,Wild,Smolt,SM,Coded Wire Tag,CWT,7064,42.5,UNKNOWN,U,MAIN - CHEH,MAIN,Winter Run,WR,0,,,N,"Federal",D,,2,Lower Mainland
6970,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1988,CHEH,Chehalis River Hatchery,1.99E+13,1989,5,2,N,BIG SILVER/CHEHALIS,,BIG SILVER/CHEHALIS,,Wild,Smolt,SM,Adipose & Left Maxillary,ALM,11928,86.9,TRUCK,T,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6968,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1986,CHEH,Chehalis River Hatchery,1.99E+13,1987,5,15,N,HARRISON R,22041,HARRISON R,22041,Wild,Smolt,SM,Coded Wire Tag,CWT,2722,63.6,UNKNOWN,U,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6967,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1986,CHEH,Chehalis River Hatchery,1.99E+13,1987,5,13,N,HARRISON R,22041,HARRISON R,22041,Wild,Smolt,SM,Coded Wire Tag,CWT,7839,92.4,UNKNOWN,U,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6964,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1984,CHEH,Chehalis River Hatchery,1.99E+13,1985,5,15,N,WEAVER CREEK,22178,WEAVER CREEK,22178,Wild,Smolt,SM,Adipose,AD,10055,76.3,TRUCK,T,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6965,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1984,CHEH,Chehalis River Hatchery,1.99E+13,1985,5,15,N,HARRISON R,22041,HARRISON R,22041,Wild,Smolt,SM,Adipose,AD,5585,40.3,TRUCK,T,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
6984,23503,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1998,FVH,FRASER VALLEY HATCHERY,2.00E+13,1998,8,12,N,HARRISON R,22041,HARRISON R,22041,Wild,Fry,FR,Right Maxillary,RM,3485,4.3,TRUCK,T,MAIN - FVH,MAIN,Diploid,2N,14,,,N,"FFSBC",F,,2,Lower Mainland
6985,23499,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1998,FVH,FRASER VALLEY HATCHERY,2.00E+13,1998,8,12,N,CHEHALIS R,22066,CHEHALIS R,22066,Wild,Fry,FR,Right Maxillary,RM,6529,3.8,TRUCK,T,RESEARCH AREA - FVH,R&D,Winter Run,WR,14,,,N,"FFSBC",F,,2,Lower Mainland
6974,23525,22322,S,110-599000-00000-00000-0000-0000-000-000-000-000-000-000,00000HARR,BIG SILVER CREEK,ST,Steelhead,1992,CHEH,Chehalis River Hatchery,1.99E+13,1992,7,15,N,HARRISON R,22041,HARRISON R,22041,Wild,Fry,FR,No Mark,NONE,1500,1.3,HELICOPTER,H,MAIN - CHEH,MAIN,Diploid,2N,0,,,N,"Federal",D,,2,Lower Mainland
