Region,Stream,Ecotype,Season,Responses,^Anglers,^Days,^Wild_Kept,^Wild_Rel,^Hatch_Kept,^Hatch_Rel,^Wild_Tot,^Hatch_Tot,^Kept_Tot,^Rel_Tot,^Catch_Tot,New WSC
1,GOODSPEED RIVER,W,2010/2011,2,7,21,0,53,0,0,53,0,0,53,53,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2011/2012,3,15,71,0,30,0,0,30,0,0,30,30,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2012/2013,1,5,10,0,10,0,0,10,0,0,10,10,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2013/2014,1,5,35,0,0,0,0,0,0,0,0,0,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2014/2015,3,16,22,0,0,0,0,0,0,0,0,0,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2015/2016,2,9,14,0,9,0,0,9,0,0,9,9,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2016/2017,1,5,5,0,0,0,0,0,0,0,0,0,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2017/2018,3,14,37,0,19,0,0,19,0,0,19,19,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2018/2019,4,19,38,0,5,0,0,5,0,0,5,5,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2019/2020,1,5,5,0,5,0,0,5,0,0,5,5,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GOODSPEED RIVER,W,2020/2021,1,5,9,0,0,0,0,0,0,0,0,0,930-894800-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1967/1968,UN,96,219,181,0,0,0,181,0,181,0,181,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1968/1969,UN,60,152,68,0,0,0,68,0,68,0,68,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1969/1970,UN,49,176,11,0,0,0,11,0,11,0,11,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1970/1971,UN,39,352,30,0,0,0,30,0,30,0,30,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1971/1972,UN,23,61,40,18,0,0,58,0,40,18,58,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1972/1973,UN,34,85,14,3,0,0,17,0,14,3,17,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1973/1974,UN,64,130,40,10,0,0,50,0,40,10,50,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1974/1975,UN,47,150,23,34,0,0,57,0,23,34,57,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1975/1976,UN,86,338,180,76,0,0,256,0,180,76,256,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1976/1977,UN,68,188,88,13,0,0,101,0,88,13,101,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1977/1978,UN,70,125,33,33,0,0,66,0,33,33,66,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1978/1979,UN,45,77,39,37,0,0,76,0,39,37,76,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1979/1980,UN,22,120,22,55,0,0,77,0,22,55,77,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1980/1981,UN,36,73,7,205,0,0,212,0,7,205,212,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1981/1982,UN,18,33,0,18,0,0,18,0,0,18,18,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1982/1983,2,4,4,0,0,0,0,0,0,0,0,0,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1983/1984,5,21,116,9,103,0,4,112,4,9,107,116,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1984/1985,7,20,59,3,47,0,0,50,0,3,47,50,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1985/1986,4,14,25,0,0,0,25,0,25,0,25,25,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1986/1987,7,29,56,0,117,8,8,117,16,8,125,133,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1987/1988,2,7,7,0,21,0,0,21,0,0,21,21,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1988/1989,1,5,5,0,0,0,0,0,0,0,0,0,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1989/1990,3,14,33,0,151,0,0,151,0,0,151,151,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1990/1991,1,4,39,0,77,0,0,77,0,0,77,77,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1991/1992,7,27,58,0,65,0,0,65,0,0,65,65,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1992/1993,2,7,37,0,7,0,0,7,0,0,7,7,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1993/1994,10,51,208,0,127,0,5,127,5,0,132,132,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1994/1995,16,50,101,0,123,0,3,123,3,0,126,126,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1995/1996,10,33,128,0,142,0,3,142,3,0,145,145,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1996/1997,24,76,254,0,346,0,0,346,0,0,346,346,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1997/1998,16,77,245,0,586,0,5,586,5,0,591,591,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1998/1999,21,87,388,0,533,0,0,533,0,0,533,533,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,1999/2000,18,83,415,0,447,0,0,447,0,0,447,447,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2000/2001,28,104,572,0,505,0,0,505,0,0,505,505,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2001/2002,24,81,262,0,319,0,3,319,3,0,322,322,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2002/2003,21,82,337,0,531,0,0,531,0,0,531,531,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2003/2004,19,67,253,11,265,0,0,277,0,11,265,277,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2004/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2005/2006,17,63,253,0,310,0,0,310,0,0,310,310,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2006/2007,8,46,137,0,74,0,11,74,11,0,86,86,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2007/2008,16,63,154,0,186,0,0,186,0,0,186,186,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2008/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2009/2010,22,87,213,0,244,0,0,244,0,0,244,244,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2010/2011,22,78,209,0,448,0,0,448,0,0,448,448,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2011/2012,19,96,250,0,577,0,0,577,0,0,577,577,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2012/2013,16,67,189,0,97,0,0,97,0,0,97,97,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2013/2014,10,49,193,0,319,0,0,319,0,0,319,319,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2014/2015,19,100,404,0,687,0,0,687,0,0,687,687,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2015/2016,14,62,130,0,147,0,0,147,0,0,147,147,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2016/2017,19,87,310,0,259,0,0,259,0,0,259,259,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2017/2018,22,97,332,0,197,14,0,197,14,14,197,211,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2018/2019,32,143,514,0,343,0,0,343,0,0,343,343,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2019/2020,24,111,304,0,187,0,0,187,0,0,187,187,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GORDON RIVER,SW,2020/2021,26,117,313,0,151,0,0,151,0,0,151,151,930-054700-00000-00000-0000-0000-000-000-000-000-000-000
1,GREAT CENTRAL LAKE,SW,1967/1968,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1968/1969,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1969/1970,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1970/1971,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1971/1972,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1972/1973,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1973/1974,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1974/1975,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1975/1976,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1976/1977,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1977/1978,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1978/1979,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1979/1980,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1980/1981,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1981/1982,UN,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1982/1983,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1983/1984,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1984/1985,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1985/1986,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1986/1987,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1987/1988,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1988/1989,3*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1989/1990,4*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1990/1991,2*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1991/1992,1*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1992/1993,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1993/1994,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1994/1995,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1995/1996,2*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1996/1997,3*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1997/1998,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1998/1999,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,1999/2000,2*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2000/2001,1*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2001/2002,1*,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2002/2003,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2003/2004,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2004/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,GREAT CENTRAL LAKE,SW,2005/2006,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2006/2007,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2007/2008,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2008/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1,GREAT CENTRAL LAKE,SW,2009/2010,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2010/2011,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2011/2012,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2012/2013,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2013/2014,1,5,30,0,15,0,10,15,10,0,25,25,
1,GREAT CENTRAL LAKE,SW,2014/2015,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2015/2016,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2016/2017,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2017/2018,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2018/2019,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2019/2020,0,0,0,0,0,0,0,0,0,0,0,0,
1,GREAT CENTRAL LAKE,SW,2020/2021,0,0,0,0,0,0,0,0,0,0,0,0,
1,HARRIS CREEK,S,1967/1968,UN,589,2148,702,0,0,0,702,0,702,0,702,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1968/1969,UN,523,1838,694,0,0,0,694,0,694,0,694,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1969/1970,UN,552,1757,331,0,0,0,331,0,331,0,331,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1970/1971,UN,437,1668,377,204,0,0,581,0,377,204,581,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1971/1972,UN,424,1450,588,252,0,0,840,0,588,252,840,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1972/1973,UN,495,2109,385,167,0,0,552,0,385,167,552,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1973/1974,UN,515,1668,237,174,0,0,411,0,237,174,411,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1974/1975,UN,426,2093,395,379,0,0,774,0,395,379,774,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1975/1976,UN,457,1704,491,205,0,0,696,0,491,205,696,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1976/1977,UN,363,1005,196,130,0,0,326,0,196,130,326,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1977/1978,UN,301,1165,153,80,0,0,233,0,153,80,233,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1978/1979,UN,220,553,90,131,0,0,221,0,90,131,221,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1979/1980,UN,177,552,70,115,0,0,185,0,70,115,185,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1980/1981,UN,86,323,79,400,0,0,479,0,79,400,479,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1981/1982,UN,83,215,43,323,0,0,366,0,43,323,366,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1982/1983,27,86,306,30,313,3,0,343,3,33,313,346,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1983/1984,30,122,393,43,334,0,0,377,0,43,334,377,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1984/1985,26,93,382,54,266,3,7,320,10,57,273,330,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1985/1986,15,53,177,14,205,4,74,219,78,18,279,297,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1986/1987,28,113,237,0,163,0,0,163,0,0,163,163,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1987/1988,21,92,306,0,271,4,27,271,31,4,298,302,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1988/1989,22,110,435,0,323,0,0,323,0,0,323,323,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1989/1990,26,114,412,0,246,0,0,246,0,0,246,246,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1990/1991,25,99,313,0,341,0,0,341,0,0,341,341,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1991/1992,41,155,659,0,397,4,23,397,27,4,420,424,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1992/1993,26,96,461,0,354,0,3,354,3,0,357,357,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1993/1994,40,201,645,0,413,5,5,413,10,5,418,423,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1994/1995,54,168,423,0,270,0,0,270,0,0,270,270,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1995/1996,71,240,856,0,642,0,10,642,10,0,652,652,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1996/1997,67,213,778,0,804,0,0,804,0,0,804,804,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1997/1998,36,172,559,0,269,0,0,269,0,0,269,269,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1998/1999,45,186,773,0,625,0,4,625,4,0,629,629,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,1999/2000,42,191,537,0,599,0,0,599,0,0,599,599,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2000/2001,55,205,832,0,736,0,7,736,7,0,743,743,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2001/2002,49,166,541,0,442,0,30,442,30,0,473,473,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2002/2003,35,135,470,0,342,0,0,342,0,0,342,342,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2003/2004,41,147,500,4,341,0,0,344,0,4,341,344,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2004/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2005/2006,28,104,305,0,267,0,0,267,0,0,267,267,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2006/2007,18,98,460,0,584,0,23,584,23,0,607,607,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2007/2008,32,126,441,0,749,0,4,749,4,0,753,753,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2008/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2009/2010,51,200,743,0,674,0,0,674,0,0,674,674,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2010/2011,61,213,631,0,723,0,4,723,4,0,727,727,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2011/2012,33,169,607,0,662,0,21,662,21,0,683,683,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2012/2013,34,160,618,0,522,0,0,522,0,0,522,522,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2013/2014,21,101,260,0,320,0,0,320,0,0,320,320,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2014/2015,31,169,668,0,258,0,0,258,0,0,258,258,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2015/2016,39,176,593,0,434,0,0,434,0,0,434,434,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2016/2017,31,145,586,0,175,0,0,175,0,0,175,175,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2017/2018,41,183,487,0,116,5,0,116,5,5,116,121,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2018/2019,42,197,983,0,240,0,0,240,0,0,240,240,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2019/2020,25,117,366,0,72,0,0,72,0,0,72,72,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HARRIS CREEK,S,2020/2021,32,146,653,0,242,0,5,242,5,0,247,247,930-053800-22100-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1967/1968,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1968/1969,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1969/1970,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1970/1971,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1971/1972,UN,11,34,3,3,0,0,6,0,3,3,6,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1972/1973,UN,7,42,7,3,0,0,10,0,7,3,10,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1973/1974,UN,8,12,4,0,0,0,4,0,4,0,4,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1974/1975,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1975/1976,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1976/1977,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1977/1978,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1978/1979,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1979/1980,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1980/1981,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1981/1982,UN,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1982/1983,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1983/1984,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1984/1985,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1985/1986,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1986/1987,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1987/1988,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1988/1989,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1989/1990,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1990/1991,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1991/1992,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1992/1993,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1993/1994,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1994/1995,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1995/1996,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1996/1997,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1997/1998,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
1,HART CREEK,W,1998/1999,0,0,0,0,0,0,0,0,0,0,0,0,920-538600-00000-00000-0000-0000-000-000-000-000-000-000
