"HCTF stock assessment funding officially expired March 31, 2007 with the end of the VISRP.  A small portion was carried over to accomplish a few swims during peak in April.",,,,,,,,,,,,,,,
Ahnuhati River,250,50.8830,-125.6363,2003-05-14,1.0,3,3.0,,,,,,,,
Glendale Creek,251,50.6511,-125.7244,2003-05-14,1.3,6,4.6,,,,,,,,
Big Qualicum River,252,49.3981,-124.6103,2002-01-29,7.1,8,1.1,1.1,,,,1.1,,,
Big Qualicum River,253,49.3981,-124.6103,2002-02-21,7.1,17,2.4,2.4,,,,2.4,,,
Big Qualicum River,254,49.3981,-124.6103,2002-02-25,7.1,34,4.8,4.8,,,,4.8,,,
Big Qualicum River,255,49.3981,-124.6103,2002-03-28,7.1,43,6.1,6.1,6.1,,,6.1,6.1,,
Browns River,256,49.6892,-125.0503,2002-04-08,2.4,3,1.3,1.3,1.3,,,1.3,1.3,,
Chemainus River,257,48.8978,-123.6717,2002-04-25,2.5,46,18.4,18.4,18.4,,,,,,
Cluxewe River,258,50.6117,-127.1775,2002-01-23,7.4,35,4.7,4.7,,,,,,,
Cluxewe River,259,50.6117,-127.1775,2002-02-28,2.4,28,11.7,11.7,11.7,,,,,,
Englishman River,260,?49.32556,-124.2917,2002-01-18,19.5,17,0.9,0.9,,,,0.9,,,
Englishman River,261,?49.32556,-124.2917,2002-02-06,19.5,16,0.8,0.8,,,,0.8,,,
Englishman River,262,?49.32556,-124.2917,2002-03-08,19.5,46,2.4,2.4,,,,2.4,,No fish were observed during a survey (walk/snorkel) of the lowest 2 km of Centre Creek (watershed code 920-462800-21300-00900).,
Englishman River,263,?49.32556,-124.2917,2002-03-21,19.5,50,2.6,2.6,,,,2.6,,,
Englishman River,264,?49.32556,-124.2917,2002-04-11,19.5,26,1.3,1.3,,,,1.3,,Poor observation conditions on April 11 (main steelhead holding sections).,
Englishman River,265,?49.32556,-124.2917,2002-04-25,19.5,73,3.7,3.7,3.7,,,3.7,3.7,,
Gold River,266,49.6811,-126.1125,2002-01-22,8.1,269,33.2,,,33.2,,,,,
Gold River,267,49.6811,-126.1125,2002-02-26,8.1,304,37.5,,,37.5,37.5,,,,
Goldstream,268,48.3875,-123.6561,2002-04-05,2.0,1,0.5,0.5,0.5,,,,,Survey by Victoria WLAP staff. An additional 2 dead steelhead were noted (predator mortalities).,
Harris Creek,269,48.5822,-124.2756,2002-01-15,2.5,13,5.2,,,5.2,5.2,,,An additional 17 summer steelhead were observed for an overall density of 12 fish/km.,
Koksilah River,270,48.5983,-123.3839,2002-04-12,16.2,18,1.1,1.1,1.1,,,,,Poor observation conditions due to high flow.,
Little Qualicum River,271,49.3650,-124.4947,2002-03-06,10.1,20,2.0,2.0,,,,2.0,,,
Little Qualicum River,272,49.3650,-124.4947,2002-04-09,10.1,35,3.5,3.5,3.5,,,3.5,3.5,,
Nanaimo River,273,48.5667,-124.3833,2002-04-26,4.5,3,0.7,0.7,0.7,,,0.7,0.7,Marginal survey conditions.,
Puntledge River,274,49.6958,-124.9947,2002-01-16,2.7,3,1.1,1.1,,,,1.1,,An additional 4 summer steelhead were observed for an overall density of 2.6 fish/km.,
Puntledge River,275,49.6958,-124.9947,2002-02-11,2.7,7,2.6,2.6,,,,2.6,,An additional 2 summer steelhead were observed for an overall density of 3.3 fish/km.,
Puntledge River,276,49.6958,-124.9947,2002-03-14,3.0,16,5.3,5.3,5.3,,,5.3,5.3,An additional 3 summer steelhead were observed for an overall density of 6.3 fish/km.,
Puntledge River,277,49.6958,-124.9947,2002-04-08,2.5,3,1.2,1.2,,,,1.2,,,
Quinsam River,278,50.0375,-125.2939,2002-01-21,3.0,6,2.0,2.0,,,,2.0,,,
Quinsam River,279,50.0375,-125.2939,2002-02-15,3.0,10,3.3,3.3,,,,3.3,,,
Quinsam River,280,50.0375,-125.2939,2002-03-08,7.3,24,3.3,3.3,,,,3.3,,,
Quinsam River,281,50.0375,-125.2939,2002-04-05,7.3,27,3.7,3.7,3.7,,,3.7,3.7,,
Paterson Creek,282,50.0483,-125.6550,2002-02-27,5.0,0,0.0,0.0,,,,,,related to Salmon River,
Paterson Creek,283,50.0483,-125.6550,2002-03-29,5.0,0,0.0,0.0,,,,,,,
Salmon River,284,50.0333,-125.2500,2002-03-19,11.5,170,14.8,14.8,14.8,,,,,,
Salmon River,285,50.0333,-125.2500,2002-04-03,5.7,8,1.4,1.4,,,,,,,
Sooke River,286,48.3875,-123.6561,2002-01-16,4.0,5,1.3,,,1.3,1.3,,,,
Sooke River,287,48.3875,-123.6561,2002-02-14,4.0,4,1.0,,,1.0,,,,,
Stamp/Somass,288,49.0150,-125.0517,2002-01-31,7.3,234,32.0,,,32.0,,,,An additonal 225 summer steelhead were observed for an overall density of 62.9 fish/km.,
Stamp/Somass,289,49.0150,-125.0517,2002-02-01,6.0,408,68.0,,,68.0,68.0,,,An additional 83 summer steelhead were observed for an overall density of 81.8 fish/km.,
Trent River,290,49.6439,-124.9300,2002-03-15,4.2,2,0.5,0.5,0.5,,,0.5,0.5,,
Tsable River,291,49.0764,-125.0611,2002-03-15,4.6,5,1.1,1.1,1.1,,,1.1,1.1,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
